id,author,published_date,pseudonymized_body,pseudonymized_title,url
879,roger vallena,"Mar 24, 2024","Giduso na ngadto sa Cebu City Council sa Cebu City Disaster Risk Reduction and Management Council ang pagpaubos sa state of calamity sa 28 ka bukirang mga barangay sa Dakbayan sa Sugbo. Sa taho sa sibyaanang dyHP sa Sabado, Marso 23, 2024, gikutlo si disaster management office head Remigio Bayon nga niingon nga 28 ka bukirang mga barangay sa Cebu City ila nang giduso ngadto sa City Council aron ipaubos sa state of calamity. Kini tungod kay apektado na ang mao nga mga dapit sa nagpadayong epekto sa El Niño phenomenon nga nagdala og huwaw sa Sugbo. Wa hinuon nganli sa taho kon unsa kini nga mga barangay. Matod ni Bayon nga ila nang giduso ngadto sa Konseho ang resulosyon alang niini nga katuyoan nga gikinahanglan alang sa paggamit sa calamity fund sa Siyudad. Nagpaabot si Bayon nga ning semanaha, sa di pa mag-holiday alang sa Semana Santa, mapalabang na ang resolusyon. Sa sayo pa, si Mayor Cedie Abangan nipadayag sa iyang pag-uyon sa pagdeklarar og state of calamity sa mga dapit sa Siyudad nga apektado sa huwaw. “Nganong dili man? Nganong dili man. ?As I have been very much proactive on all of these,” kutlo sa Public Information Office (PIO) sa mayor atol sa usa ka program sa Facebook live sa mao nga buhatan. Niminos na ang tubig sa kasapaan ug dunay mga portion nga hapit na nihubas, labina ang Buhisan Dam nga usa sa mga nag-supply og surface water sa Metro Cebu Water District (MCWD). Sa miaging adlaw, giapil na sa Philippine Atmospheric Geophysical Astronomical Services Administration (Pagasa) ang Sugbo nga usa sa mga dapit sa Pilipinas nga nakasinati og drought kun huwaw. Sa wa pa kini, ang Sugbo giila lang nga ubos sa dry spell. Ang MCWD mismo niangkon nga nagkagamay ang ilang supply sa tubig sa kasapaan tungod sa nagpadayong kainit sa panahon. Apan gipaabot nga kini matapakan sa bulk water supply gikan sa ilang desalinated water supplier karong Abril. (REV)",28 ka brgy. iduso sa state of calamity,https://www.sunstar.com.ph/superbalita-cebu/28-ka-brgy-iduso-sa-state-of-calamity
880,Dario V. Gil,"Mar 23, 2024","Lima ka mga rider ang nangaangol sa upat ka mga aksidente sa motorsiklo sa Sabado, Marso 23, 2024, sa ilang pag-apil sa duha ka adlaw nga motorcycle endurance ride sa Bohol, taho sa kapulisan sa mao nga lalawigan. Ang unang aksidente nahitabo sa Clarin Bridge, Villalimpia, Loay, alas 6:55 sa buntag sa Sabado. Ang rider nadasmag sa laing rider dihang mokuha unta og hulagway sa iyang kauban. Sa mga alas 7:40 sa buntag, laing aksidente nahitabo sa Brgy. Laparan, Jagna human ang rider nawad-an og kontrol sa iyang motorsiklo sa iyang pagkurbada. Ikatulo nga aksidente nahitabo sa Brgy. Poblacion 1, lungsod sa Sikatuna, alas 10:45 sa buntag. Duha ka mga babaye'ng rider ang nangalambigit sa aksidente, usa kanila gikataho nga dunay grabe nga angol. Ang ikaupat nga aksidente nahitabo sa Sityo Pangas , Candabong, Loboc alas 12 sa udto. Usa sa mga rider nadasmagan sa usa ka commuter van. Tanang mga biktima daling gipangdala sa labing duol nga tambalanan ug wa pa mahibaw-I ang ilang mga kahimtang sa pagsuwat ning taho. (DVG)",5 ka riders naangol sa aksidente sa motor,https://www.sunstar.com.ph/cebu/5-ka-riders-naangol-sa-aksidente-sa-motor
882,Earl Kim H. Padronia,"Mar 21, 2024","Tulo ka mga estabilisemento nga nasulod sa nailang Chocolate Hills sa Lalawigan sa Bohol, nga gideklarar sa UNESCO nga Global Geopark ug usa ka protected area, gisusi ni Adriano Baluyut, kalihim sa Department of the Interior and Local Govenment (DILG) sa Huwebes, Marso 21, 2024. Kauban ni Baluyut ang lokal nga mga opisyal ug mga opisyal sa hingtungdang mga ahensiya sa kagamhanan bahin sa pagkatukod sa maong mga resort sulod sa usa ka protected area. . Unang gisusi ang kontrobersiyal nga nag-viral sa social media nga Captain’s Peak Garden and Resort sa lungsod sa Sagbayan. Lakip sa gisusi mao ang Sagbayan Peak sa samang lungsod nga taudtaod nang nahimo’ng suroyanan. Laing gisusi mao ang usa ka estabilisemento sa lungsod sa Carmen nga sentro sa Chocolale Hills. Niadtong Lunes, Marso 18, 2024, si Baluyut nagtukod og special investigation team sa pag-ugkat sa posible nga environmental ug administrative violations tungod sa katukuran sa maong mga resort.",Baluyut misusi sa 3 ka resort nga sulod sa Chocolate Hills,https://www.sunstar.com.ph/superbalita-cebu/abalos-misusi-sa-3-ka-resort-nga-sulod-sa-chocolate-hills
883,Arnold Y. Bustamante,"Mar 21, 2024","Mag-live in partner nga nagdumala sa usa ka balay nga gihimo’ng drug den nasikop uban sa laing duha atol sa buy-bust kapulisan sa Sitio Plaza, Barangay Apas, dakbayan sa Sugbo sa alas 5:30 sa hapon sa Miyerkules, Marso 20, 2024. Ang mga suspek giila nga sila si Robert Hontiveros, 44, ug iyang kapuyo nga si Minggay Horfilla, 41, pulos walay trabaho. Lakip sa nadakpan ang duha ka mga lalaki nga sila si Gonesto Hulleza, 41, ug Ibale Junrel, 44, mga drayber sa habalhabal. Nasakmit sa mga operatiba ang unom ka mga pakete sa gituohang shabu nga motimbang og 16 gramos nga dunay estimated average market value nga P108,800 marked money ug mga drug paraphernalia. Nilusad sa operasyon mao ang mga sakop sa Philippine Drug Enforcement Agency (PDEA 7) uban sa Regional Intelligence Unit. Matod ni Ason Agapay, information officer sa PDEA 7, nga nakadawat sila’g report gikan sa usa ka concerned citizen labot sa gipadagan nga drug den. Tungod niini, ilang gipaubos sa duha ka semana nga case build up ug nasuta nga tinuod, ilang gilusad ang buy-bust. Dugang ni Agapay, makabaligya ang mag-live in partner og 30 ngadto sa 50 gramos matag semana, kasagaran nga kustomer mga call center agent ug habalhabal drivers.",Drug den sa Apas napuhag; 4 sikop,https://www.sunstar.com.ph/superbalita-cebu/drug-den-sa-apas-napuhag-4-sikop
887,Dario V. Gil,"Mar 21, 2024","FOREST ug grassfire miigo sa usa ka bukirang dapit sa lungsod sa Argao, habagatang Sugbo sa Miyerkules, Marso 20, 2024. Nakit-an sa mga residente ang pagsilaob sa mga kahoy ug kasagbutan sa Mt. Takliad, nga gihulagway nga lisod katkaton tungod sa ka taas sa mao nga bukid ug ka layo niini. Mga duha ka oras kini nga lakwon gikan sa labing duol nga karsada. Matod ni Argao Municipal Fire Marshal Sr. Inspector Rodger Ibana nga sukad kagahapon, ilang gi-monitor ang kayo. Sa mga alas 7 sa buntag sa Huwebes, Marso 21, wa nay nakita nga kayo sa mao nga bukid, apan wa pa masayri unsay hinungdan sa sunog.","Forest, grassfire nabantayan sa bukid sa Argao",https://www.sunstar.com.ph/superbalita-cebu/forest-grassfire-nabantayan-sa-bukid-sa-argao
889,Arnold Y. Bustamante,"Mar 20, 2024","Giamendar sa kapulisan ngadto sa kasong murder ang unang kaso nga frustrated murder nga gipasaka sa Cebu City Prosecutor’s Office batok kang Georgii Eduvigio Ibanez, alyas Hossein 999, suspek sa pagpusil sa usa ka langyaw. Matod ni Police Major Ruelan Aficionado, hepe sa Mabolo Police Station, nga unang gidala ang biktima nga si Cedie Enan Jerwel, 37, American national, sa Cebu City Medical Center niadtong Dominggo sa buntag, Marso 17, 2024. Apan nianang pagkahapon, gibalhin siya sa pribadong tambalanan ug didto na mabugto-i sa kinabuhi pasado alas 4:00 sa hapon sa Martes, Marso 19, 2024.“Gahapon, Sir, na file man to nato ang kasong frustrated murder. Ato nang napada didto sa piskaliya nya nahitabo nga namatay ang biktima so gi amend na namo ganina unya naghuwat na lang mi sa inquest sa atoang prosecutor,” matod ni Aficionado. Hugot nga gihimakak ni Aficionado ang pasangil sa abogado sa suspek nga nakalapas sila sa reglamentary period. Ang abogado ni Hossein 999 miadto sa Mabolo Police Station ug nidemanda nga buhian sa labing dali nga panahon ang iyang kliyente sanglit milapas na sa oras ang pagtanggong kaniya nga way kaso nga gisang-at. Samtang, dugang ni Aficionado, nga nailhan na usab nila kadtong lalaki nga nipatid kang Jerwel sa luyo niini nga nakita sa CCTV apan iyang gibutyag nga giuna lang una nila ang pagpasaka og kaso batok kang Hossein 999.",Giusab na ngadto sa kaso nga murder ang gipasaka sa kapulisan batok kang Ibanez,https://www.sunstar.com.ph/superbalita-cebu/giusab-na-ngadto-sa-kaso-nga-murder-ang-gipasaka-sa-kapulisan-batok-kang-salera
891,Earl Kim H. Padronia,"Mar 20, 2024","Gimandoan sa Local Water Utilities Administration (LWUA) si Metropolitan Cebu Water District (MCWD) General Manager Lester Echiverri sa pagpatuman sa kamanduan human nakahukom ang water district nga ipadayon ang status quo bisan pa sa interbensyon nga gihimo sa LWUA. Sa press statement nga gipadala sa SunStar Cebu, Miyerkules, Marso 20, 2024, si LWUA chairman Dale Balais nipasabot nga ang ahensya adunay legal nga hurisdiksyon sa MCWD, isip regulator ug policymaker sa naulahi ubos sa Presidential Decree 198 o ang Provincial Water Utilities Act of 1973. Si Balais niisyu og show cause order batok kang Echiverri tungod sa pag-apod-apod og memorandum nga adunay “false information” ngadto sa mga empleyado sa MCWD, ug sa pagtugot sa “unauthorized use” sa mga pasilidad sa water district alang sa pulitikanhong paggamit. Niadtong Marso 15, si LWUA Administrator Range Kenneth Ibarra nibutang og interim board nga partially take over sa MCWD Board of Directors nga gilangkuban nila ni Atty. Range Abarca III, Ephraim Feria, Marilyn Fidela Alcones, Atty. Roselito Ibasco, ug Atty. Clent Ibasitas ug gimandoan sila sa paghunong sa ilang katungdanan isip MCWD Board sulod sa unom ka buwan. Ang tanang personnel sa MCWD gitahasan usab sa pagtaho ngadto sa interim board ug pagsunod sa mga direktiba niini. Si Echiverri, bisan pa, pinaagi sa usa ka sulat nga gitumong kang Ibarra kaniadtong Marso 18, niingon nga mangayo siya og legal nga opinyon sa Office of the Government Corporate Counsel (OGCC), ang legal arm sa gobyerno sa Pilipinas, mahitungod sa partial takeover sa LWUA. Dugang ni Echiverri nga giila gihapon sa mga personahe sa MCWD ang kasamtangang mga sakop sa BOD aron malikayan nga makabalda sa mahinungdanong serbisyo sa water district. Sa laing bahin, si Abarca nitug-an sa SunStar Cebu niadtong Biyernes nga iyang tumanon ang direktiba sa LWUA. Sa samang press statement, si Balais niingon nga nakadawat siya og mga taho sa MCWD Memorandum niadtong Marso 15, nga nagtumong sa interbensyon sa LWUA isip usa ka “intention” nga manginlabot, imbes nga usa ka balido ug legal nga mando nga gipatuman na. Matod ni Balais nga ubos sa PD 198, ang LWUA By-laws, ug ang Manual of Corporate Governance, ang trabaho ni Echiverri dili ang pagrepresentar sa Regular BOD kondili ang pagrepresentar sa management pinaagi sa pagpatuman sa balido nga kamandoan gikan sa LWUA isip regulating agency. “Instead of the GM (Echiverri) meddling with the affairs not that of the Management, he should do his job as GM instead by implementing valid orders from LWUA which has lawful jurisdiction over MCWD,” matod ni Balais. Dason niya, ang Section 24 sa PD 198 niingon nga “the general manager, who shall not be a director, shall, subject to the approval of the board, have full supervision and control of the maintenance, operation, and construction of water supply and wastewater disposal and administrative facilities of the district, with full power and authority to exercise management prerogatives as set forth in the district’s personnel rules and regulations. ” / EHP",Echiverri gimandoan sa LWUA pagtuman,https://www.sunstar.com.ph/superbalita-cebu/donoso-gimandoan-sa-lwua-pagtuman
892,Arkeen Larisma,"Mar 20, 2024","Subling nipadayag sila si Metropolitan Cebu Water District chairman (MCWD) Jose Abarca III, vice chairman Ephraim Feria, ug Secretary Lynette Fidela Alcones nga mopadayon sa ilang trabaho isip Board of Directors (BOD) sa MCWD. Mao kini ang ilang hiniusang pamahayag atol sa press conference sa PDG Law Office, 2nd Floor, Left Wing, BYS Complex, 11th Ave. North Reclamation Area, dakbayan sa Sugbo sa Miyerkules, Marso 20, 2024. Si Abarca niingon nga iyang gibakwi ang unang pamahayag nga mosunod sa Local Water Utilities Administration (LWUA) sa interbensyon sa ahensiya. Lakip sa nitambong sa press conference mao sila si Alcones ug MCWD General Manager Lester Echiverri. Si Abarca niingon nga mobarog siya kauban sa management ug mga empleyado sa MCWD sa pagsagop sa status quo stance samtang naghulat sa resolusyon sa legalidad nga isyo kalabot sa pagkuha sa LWUA. Gawas sa pagbarog uban sa management ug mga empleyado, si Abarca ug ang laing duha ka mga miyembro ningkuwestiyon sa legalidad sa pag-interbiner sa LWUA. Ang pagsagop sa status quo stance ug ang pasalig sa BOD pormal na sa usa ka resolusyon nga gipasar atol sa usa ka special board meeting sa Huwebes. Ang BOD pinangulohan ni Abarca nipahigayon sa ilang tigom sa PDG Law Office aron dili masamok ang bisan unsang hingtungdan nga lawas kalabot sa isyo. Si Abarca niingon nga adunay mga polis gawas sa MCWD premises niadtong Huwebes, kinsa kanunay nangutana kon anaa ba siya sa iyang opisina. Sa laing bahin, gibutyag ni Echiverri nga niadtong Miyerkules, Marso 19, 2024, ang gitudlo nga LWUA board mianha sa buhatan sa MCWD ug nangayo og pipila ka mga dokumento, apan wala ibutyag kon unsa nga mga dokumento. Matod ni Echiverri nga ilang gipakita kanila ang pipila ka mga dokumento, apan wala sila hatagi og mga kopya. Matod pa ni Echiverri nga atol sa iyang pakigtagbo sa gitudlo nga LWUA board of directors pinaagi sa Zoom, iyang gipadayag ngadto kanila ang iyang suporta sa kampo ni Abarca.","Abarca, mga kauban ‘pabiling’ moserbisyo",https://www.sunstar.com.ph/superbalita-cebu/daluz-mga-kauban-pabiling-moserbisyo
894,Dario V. Gil,"Mar 20, 2024","NAPRISO sa Liloan Police Station ang usa ka polis sa Sugbo sa Martes, Marso 19, 2024 human nasikop sa kapulisan sa lungsod sa Liloan, amihanang Sugbo kay gireklamo og rape sa iyang 14-anyos nga anak nga dalagita. Ang 42-anyos polis nga nadestino sa usa sa mga buhatan sa Cebu Police Provincial Office (CPPO) gipasanginlan sa dalagita nga ni-rape kaniya sa managlahi nga mga higayon, ang katapusan niadtong Dominggo, Marso 17, 2024. Niadtong higayuna, sila rang duha sa iyang anak sa ilang balay sa lungsod sa Liloan. Gikuyogan siya sa iyang inahan sa pagreklamo ngadto sa kapulisan sa lungsod. Ang suspek nasikop sa hot pursuit operation sa kapulisan sa Liloan sa Martes, Marso 19, 2024 sa lungsod sa Asturias diin siya nitago human nasayod nga nisumbong ang iyang anak. (DVG)","Polis gireklamo og rape sa anak, napriso",https://www.sunstar.com.ph/superbalita-cebu/polis-gireklamo-og-rape-sa-anak-napriso
895,Guam P. Logroño,"Mar 20, 2024","GIREKLAMO og estafa ang usa ka 44 anyos nga lalaki sa usa ka delivery rider alas 2:05 sa Miyerkules sa kaadlawon, Marso 20, 2024, human nasuta sa nauwahi nga ang gipa deliver kaniya sa nahauna di tinuod nga ilimnong makahubog, tubig diay ang sulod sa botelya. Giila ni Police Major Jonathan Danilo Caseda, hepe sa Mambaling Police Station, ang biktima nga si Greg Rael Ibazeta Ibe, 25, Maxim rider, minyo, samtang ang suspek giilang si Advin Toyang Ibo Icamen, 44, ulitawo. Matod ni Caseda nga ni-book si Icamen kang Ibe nga magpa-deliver og usa ka litro nga Johnnie Walker sa usa ka “fictitious receiver” busa nibayad ang rider og advance nga P1,200. Apan nasuta sa biktima nga ang sulod sa botelya di diay bino, kon di, tubig busa gidala ni Ibe si Icamen sa Mambaling Police Station aron ipapriso. (GPL)","Di Johnnie Walker, ‘Johnnie Water’ diay ang gipa-deliver",https://www.sunstar.com.ph/superbalita-cebu/di-johnnie-walker-johnnie-water-diay-ang-gipa-deliver
896,Guam P. Logroño,"Mar 19, 2024","Washing machine gitripingan sa suspetsadong kawatan apan giuli kay guba hinungdan nga siya nadakpan na hinuon alas 6 sa buntag sa Martes, Marso 19, sa Sitio Villa Buena, Brgy. Kinasang-an, dakbayan sa Sugbo. Ang suspek nga si Melson Abdulraman, 21, ulitawo, mangayuhay og butane stove, taga Sitio Paradise, Brgy. Kinasang-an, dakbayan sa Sugbo, napusasan sa mga barangay tanod ug gi-turnover ngadto sa kapulisan. Si Joefrey Rev Icatlo , 28, driver, tag-iya, nga nahinabi sa Superbarlita Cebu sa Martes, Marso 19 niingon nga natingala na lang sila dihang nawala na sayo sa buntag sa Martes ang washing machine. Nangita sila uban sa mga kabanay sanglit mga tulo pa kini ka bulan sukad napalit og P9,000. Gi-report kini nila sa barangay hall sa Kinasang-an. “Wala mi mahimutang, Sir, kay gamit baya kaayo namo ang washing machine. Gitiguman na sa akong asawa, bag-o pa kaayo,” asoy ni Icatlo. Nagpatabang sila sa mga barangay tanod sa pagpangita sa suspek human adunay nakasulti kay nakakita kang Abdulraman. Sayo kaayong naglukdo si Abdulraman nga nisuroy sa washing machine aron ibaligya samtang nilibot usab aron mangayo og butane stove, ceiling fan ug uban pa. Sa dihang padulong sila sa balay sa suspek sa Sitio Paradise, ilang nakita ang mga sinina nga labhunon nga gipanglabay diha sa dalan. Si Jeve Galang, tanod, niingong nagpadulong sila sa panimalay sa suspek sa pikas sityo apan natingala sila sa ilang paglingi, si Abdulraman diha na sa ilang likod. Si Abdulraman naglukdo sa washing machine ug nipahibalo nga iyang iuli kay kuno guba. Nahitabo ang komprontasi tali sa tag-iya ug sa suspek kalabot sa butang hangtod nga gipusasan si Abdulraman ug gi-turnover sa kapulisan. Si Joefrey Rev nibutyag nga ang suspek dunay giayo nga ceiling fan, ug hangtod karon wala giuli. Nahimong emotional ang maong hitabo kay si Gorgonia Idea, inahan sa suspek, nihangyo nga pasayluon ang iyang anak. Ilang bayran ang kantidad sa washing machine ug ipaayo unsay daot niini. Apan gibalibaran ni Luz Graceann Julve ug Joefrey Rev kay dili sila makapasaylo. Sa kaguol sa inahan sa suspek, niparok kini sa iyang ulo sa poste sa kuryente hinungdan nga nibukol ang agtang. Si Melson nga nahinabi sa Superbarlita Cebu niangkon sa kremin kay nakasuyop siya og shabu nianang Lunes sa gabii. Pagkakadlawon iyang gitripingan ang washing machine. “Akong gialsa kay nagtuo man sab ko nga gilabay na. Unya guba man, ako na lang giuli sa tag-iya,” butyag ni Melson sa Superbalita Cebu. Kay wala dawata iyang pagpangayo og pasaylo, andam siya nga magpabilanggo.","‘Choosy nga kawatan’ miuli sa kinawat, nasikop",https://www.sunstar.com.ph/superbalita-cebu/choosy-nga-kawatan-miuli-sa-kinawat-nasikop
